number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
595012,"As a Project Manager, I want to see a Project Summary page so I can quickly view all critical information for my project"," n/a",2 - High,Done,5 pts,"Acceptance Criteria:

-Accessible by all SharePoint security groups (priority for VBO Oversight and Project Team)
-Add new button called ""Summary"" in every phase in the button bar (aligned to the right)
-After clicking ""Summary,"" ""Project Summary"" a new page loads in a new browser tab
-Ability to view Project Name and the current phase of the project at the top of the page
-Ability to expand and collapse each grid in the summary page (similar to PMAS)
-Ability to view fields that are OMB reportable (using OMB tag)
-Ability to view all information defined in attached Excel spreadsheet containing list of fields

 ","1. Rothman, Daniel R. (Government CIO) - Dec 4, 2017, 9:12 AM
Added: attachment 91899 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of VIP Dashbaord_Project Summary Page_Requirements_01DEC2017_v2.xlsx)

2. Rothman, Daniel R. (Government CIO) - Dec 7, 2017, 9:04 AM
Removed: attachment 91899 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of VIP Dashbaord_Project Summary Page_Requirements_01DEC2017_v2.xlsx)
Added: attachment 92409 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of VIP Dashbaord_Project Summary Page_Requirements_01DEC2017_v2.xlsx)

3. Rothman, Daniel R. (Government CIO) - Dec 13, 2017, 10:54 AM
Removed: attachment 92409 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\Copy of VIP Dashbaord_Project Summary Page_Requirements_01DEC2017_v2.xlsx)
Added: attachment 92944 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\VIP Dashbaord_Project Summary Page_Requirements_13DEC2017.xlsx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
603275,"As an OMB Administrator, I want to generate XML files so that I can validate that the XML files are ready for submission","New Tasks (01/02)
-Generate content of non-revise file based on OMB schema (12 hours)
-Generate content of revise file based on OMB schema (12 hours)
-Save files in SharePoint document library (10 hours)
-Refine UI components for XML files (2 hours)
-Dev testing (1 hour)
-Code review (1 hour)
-QA test script development (2.5 hours)
-QA testing (1 hour)


Tasks
-Work on database design (2 hours)
-Figure out folder structure and location for XML file generation (2 hours)
-Create C# code to generate XML file and corresponding OMB submission records (8 hours)
-Develop UI to integrate with backend (4 hours)
-Dev testing (1 hour)
-Code review (1 hour)
-QA test script development (1 hour)
-QA testing (1 hour)


 ",2 - High,Done,5 pts,"Acceptance Criteria:

-Ability to select ""Submission Type"", which includes drop down options for ""Revise"" and ""Non-Revise""
-Ability to select ""Investment/UII"" records, including one or more multiple items through list box
-""Generate XML Files"" is enabled when Submission Type and Investment/UII records are selected
-Ability to generate XML files for investment records (Note: This user story will focus on test XML data) that are selected and display the following columns in the Current OMB Submission grid: Checkbox, Investment Name, File Name, Generated By, Date Generated, Schema (icon), and Business Rule (icon)



 ","1. Perdue, Megan A. (Grant Thornton) - Oct 25, 2017, 3:28 PM
Added: attachment 87503 (20171025_VIP Dashboard_OMB Submission Tool_Mock-Up.docx), attachment 87504 (20171025_VIP Tool_Requirements Gathering_OMB Sub Tool.docx)

2. Perdue, Megan A. (Grant Thornton) - Nov 1, 2017, 10:10 AM
Added: attachment 88209 (20171101_VIP Dashboard_OMB Submission Tool_Mock-Up.docx), attachment 88211 (20171101_VIP Tool_Requirements Gathering_OMB Sub Tool.docx)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
649998,"As a member of the VBO, I want to view a history of SharePoint groups inactive users were removed from so that I can add them back if necessary","As a member of the VBO, I want to view a history of SharePoint groups inactive users were removed from so that I can add them back if necessary",4 - Low,Done,1 pt,"The VIP Dashboard SharePoint site, allow members of the VBO to access the security audit logs:

-Navigate to Site Settings
-Click on Audit Log Reports
-Click on Security Settings and generate new report

Report should save to the ""Shared Documents"" document library, within the SharePoint site.","1. Ngo, Quoc A. (Grant Thornton LLP) - Jan 12, 2018, 9:14 AM
Security audit logs were created in UAT as a test. The test was completed successfully.",Moderate,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
649358,"Sprint 9 Documentation & Actions (CLIN & Non-CLIN)","Sprint 9 CLIN Documentation",3 - Medium,Done,0 pts,"","",Moderate,Unassigned,"Unassigned",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
632459,"As a Project Manager, I want to print information from the Project Summary page for VIP project records","As a Project Manager, I want to print information from the Project Summary page for VIP project records",2 - High,Done,3 pts,"Acceptance Criteria:

-Ability to use button bar which includes button for ""Save/Print""
-When ""Save/Print"" button is clicked on, option to Save or Open PDF file will display","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
571753,"As an investment manager, I want the CIO Rating calculation updated based on new criteria so that I can report this information to OMB","See attached Word document.",2 - High,Done,5 pts,"Acceptance Criteria:

-Refer to attached Word document for CIO Rating calculation updates (document changes have been taken care of, noted as of 12/27/2017)

12/28: CIO Rating calculation won't have to change very often (e.g. every 3 months)


UAT Results from Nov 2017:
1.  Requirement update:  Contractor Oversight - If project is in the Init Phase, default should be 3.
2.  Requirement update:  Historical Performance - If project is in the Init Phase, default should also be 3.
3.  Defect:  Requirement Management â€“ If project is in Project Phase, and both PMP and Business Epics dates are missing, rating should be 1.
4.  Requirement update:  Schedule Variance in days for an Activity = Planned Completion Date â€“ Actual Completion Date .  If Actual Completion Date is not available, use Projected Completion Date.  Also, use todayâ€™s date if the Projected Completion Date has passed without reporting an Actual Completion Date.


Potential Testing Methodology (from 12/28):
1. Select a particular investment
2. Ensure all projects in an investment are not OMB reportable
3. Find designated project
4. Check requirements (e.g., Project Phase, category etc)","1. Rothman, Daniel R. (Government CIO) - Aug 9, 2017, 3:39 PM
Added: attachment 78107 (VIP Dashboard_CIO Rating Summary_Notes_28JULY2017 UPD.docx)

2. Nguyen, Lac (Vidoori) - Dec 28, 2017, 4:07 PM
Added: attachment 94242 (RE CIO rating calculation - UAT - Session 2.msg)",Major,Unassigned,"Nguyen, Lac (Vidoori)",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
648918,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 9]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 9]",2 - High,Done,5 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
662948,"Upload Release 9 code to RTC","Upload Release 9 code to RTC
",2 - High,Done,0 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000009,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000009
557149,"As a member of the VBO, I want to have the ""Strikes Issues"" field removed from TechStat records and any related validations (Help Desk Ticket #1559)","Service Request #1559 (click to edit)Description: Remove Strikes IssuedDetails:?Hi,Strikes Issued should be removed in the Management Reviews section in TechStats. Bayo has confirmed this is no longer used.  Thank you! Project or Investment: Management Reviews (in TechStats)URL: Requestor:Kimberly KwederRequestor email:Kimberly.Kweder@va.govPriority: (3) NormalRequest Type: Dashboard functionality issues",4 - Low,Done,2 pts,"Acceptance Criteria:

Â·         â€œStrikes Issuedâ€? field should be removed for new TechStat records
Â·         â€œStrikes Issuedâ€? field should be removed from existing TechStat records","1. Ngo, Quoc A. (Grant Thornton LLP) - Dec 11, 2017, 5:51 PM
Reviewed technical requirements. Changes will need to be made to the VIPStatRecord.aspx page. Modify code lines 460-464 so that the ""Strikes Issued"" fields are no longer visible on the Tech Stat Record page. Review the corresponding JavaScript file, Business Logic and Data Access to make sure changes on the .aspx page won't have impact.",Moderate,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
630998,"[Hot Fix 12/11] As an Investment Manager, I want to make the ""PY Target"" field for performance metrics nullable","Due before 12/11 or 12/12 (handoff to UAT)

For new Performance Metrics, the PY Target field should allow NULL.  Once data is input into this field, it would then become a Revise field

Task: Follow up with PPO and ITOPS regarding PY Target fields that have ""0"" value already entered in",1 - Critical,New,2 pts,"Acceptance Criteria:

-Impacts VBO Oversight, Manage Investment Admin, and Manage Investment Team
-""PY Target"" field should not be required when adding a new performance metric
-""PY Target"" field will not be revisable when it is null
-Once value is entered into ""PY Target"" field, it becomes revisable and only can be edited through revise process","1. Rothman, Daniel R. (Government CIO) - Dec 1, 2017, 1:54 PM
Added: attachment 91795 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\VIP Dashbaord_Project Summary Page_Requirements_01DEC2017_v2.xlsx)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
622900,"[Hot Fix] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access","[Time Sensitive] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access",1 - Critical,Done,8 pts,"Acceptance Criteria:

-Ability to send email notifications for users that are inactive from VIP Dashboard for more than 90 calendar days (notification should only be sent once)
-Email notifications should be marked as ""From: VIP Dashboard Administrators""
-Email notification should state: ""You have not accessed the VIP Dashboard for over 90 calendar days. If you do not access the VIP Dashboard site, you will lose access within 10 calendar days. If you would like to retain access, please log into the VIP Dashboard site using the following URL""
-Log of email notifications is generated in database
-Users who do not access VIP Dashboard site after 10 calendar days of initial notification will automatically be removed from VIP Dashboard SharePoint groups



PWS language for reference:
Develop the functionality to notify the VIP users when access to the VIP SharePoint Tool has exceeded three months without a login to the system. The
Contractor shall develop the capability to notify the user and VDV team via an automated email notification. The Contractor shall develop the email notification and maintain and update electronically a log of these email notifications. The Contractor shall develop a written process to be included as part of the VDV Standard Operating Procedures.","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
632628,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 8]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 8]",2 - High,Done,5 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
632626,"CLIN Documentation (December)","December PWS Documentation",3 - Medium,Done,0 pts,"","",Moderate,Unassigned,"Unassigned",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
631141,"[Hot Fix 12/11] As a Project Team Member, I want to have the default ""Activity Type"" selection to be ""Production Release"" when creating new builds","""Production Release"" should be default choice for ""Activity Type"" when users are creating a new build in the Product Phase

per PJ's direction on 12/01/2017 email titled ""Data pull""",1 - Critical,New,1 pt,"Acceptance Criteria:

-Impacts VBO Oversight and Project Team groups
-""Activity Type"" field when adding new future/anticipated builds in the Project Phase should default to ""Production Release""
-""Activity Type"" field when adding new builds in Product Phase should default to ""Production Release""","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
632750,"[Internal] Deployment and Release Activities (BP Sprint 8)","[Internal] Deployment and Release Activities (BP Sprint 8)",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
654764,"Release 8 code added to RTC","Release 8 code added to RTC
",2 - High,New,0 pts,"","",Major,2 - Give High Attention,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000008,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000008
622027,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 7]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 7]",2 - High,Done,5 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000007,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
624899,"Action Items (Sprint 7)","Action Items (Sprint 7)",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000007,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
622132,"CLIN Documents (Sprint 7)","CLIN Documents (Sprint 6)",4 - Low,Done,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000007,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
617246,"As a Revise Approver and Record Creator, I want to search for information in the historical revise record page","As a Revise Approver and Record Creator, I want to search and export information in the historical revise record page",2 - High,Done,3 pts,"Acceptance Criteria:

-Ability for VBO Oversight, Revise Approvers, and Revise Record Creators to use search criteria
-Ability to search for revise records using the following search criteria: Open Date Range for ""OMB Submission Date"", Open Date Range for ""Revise Approval Date"", Multi-Select box for Investments (based on selected time period), Active vs. Non-Active Investments, OMB Reportable vs. Non-OMB Reportable Investments

Create separate user story for report of this information using criteria below
-Ability to export information from this page into Excel, HTML, and PDF
-Ability to view and print information from this page","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000007,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
636417,"Release 7 Code","Upload Release 7 Code",2 - High,New,0 pts,"","",Major,2 - Give High Attention,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000007,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000007
557186,"As a revise user, I want to view historical revise records and associated revise requests so that I am able to have traceability to records submitted to OMB","Acceptance Criteria (approved by PPO Management during backlog grooming session on 3/30):

-See attached Excel spreadsheet for mock up design (provided by Donna Quinn on 3/28)
-Does not require security restriction based on revise approver listed for each investment
-Record of all information that has been submitted is displayed in the page
-Each layer of the tree grid should be collapsible
-Page is accessible by [defined groups]

Tasks:
-Follow up with PPO Management regarding security group permissions (0.5 hours)
-Write C# code to create service function to view historical revise records and requests (4 hours)
-Create historical revise record page with UI parts (4 hours)
-Add link on Administration page (0.5 hours)
-Apply security on access to this page based on PPO Management feedback (1 hour)
-Dev testing (0.5 hour)
-Code review (1 hour)
-QA test script development (0.5 hours)
-QA testing (0.5 hours)
 ",2 - High,Implemented,5 pts,"Acceptance Criteria (approved by PPO Management during backlog grooming session on 3/30):

-Page is accessible by VBO Oversight, Revise Approvers, and Revise Record Creator groups
-See attached Excel spreadsheet for mock up design (provided by Donna Quinn on 3/28)
-Does not require security restriction based on revise approver listed for each investment
-Record of all information that has been submitted is displayed in the page
-Each layer of the tree grid should be collapsible

 ","1. Perdue, Megan A. (Grant Thornton) - Sep 25, 2017, 10:08 AM
Added: attachment 83711 (20170907_VIP Dashboard_Revise Record History_Mock Up_Revised.xlsx)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000006,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
557221,"[Time Sensitive] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access","[Time Sensitive] As a VIP Dashboard user, I want to be notified if my access has exceeded three months without a login to the system so that I do not lose access
 ",2 - High,In Progress,5 pts,"Acceptance Criteria:

-Ability to send email notifications for users that are inactive from VIP Dashboard for more than 90 calendar days (notification should only be sent once)
-Email notifications should be marked as ""From: VIP Dashboard Administrators""
-Email notification should state: ""You have not accessed the VIP Dashboard for over 90 calendar days. If you do not access the VIP Dashboard site, you will lose access within 10 calendar days. If you would like to retain access, please log into the VIP Dashboard site using the following URL""
-Log of email notifications is generated in database
-Users who do not access VIP Dashboard site after 10 calendar days of initial notification will automatically be removed from VIP Dashboard SharePoint groups



PWS language for reference:
Develop the functionality to notify the VIP users when access to the VIP SharePoint Tool has exceeded three months without a login to the system. The
Contractor shall develop the capability to notify the user and VDV team via an automated email notification. The Contractor shall develop the email notification and maintain and update electronically a log of these email notifications. The Contractor shall develop a written process to be included as part of the VDV Standard Operating Procedures.","1. Ngo, Quoc A. (Grant Thornton LLP) - Oct 25, 2017, 2:03 PM
The team had a brainstorming session on Tues (10/24/17). Here are the notes from that meeting:

To summarize our approach, here are the key points I noted:
 
1.     In the VIP Database, create a stored procedure that will return all user accounts who have not logged into the VIP Dashboard for more than 90 days. Have the store procedure execute against the existing table called â€œdbo.VIPAnalyticsâ€?.
2.     Store the results of the query in a new table called â€œdbo.VIPInactiveUsersâ€?. Can this table serve the purpose of tracking who we email?
3.     In the VIP SharePoint site, create a SharePoint custom list and call it â€œInactive Usersâ€?.
4.     In SharePoint Designer, create a data connection between the â€œInactive Usersâ€? list and the â€œdbo.VIPInactiveUsersâ€? table. Make sure the table is pushing the data to the list.
5.     Once the data connection is established and we can confirm the list is being updated with information from the table, create a SharePoint workflow to run every night and email users who have not logged in for more than 90 days. Base the workflow off of the â€œInactive Usersâ€? custom list.
 
The unknown part so far is how to automatically remove users from a SharePoint user group, once they go past the 10 day email notification period. As discussed before, Iâ€™ll work to tackle the email notification portion and then we can approach the problem of user removal. For those who are interested, here is the PowerShell script I found online that outlines the possible solution. To test this, we do need access to the SharePoint Online Management Shell.",Moderate,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000006,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
609797,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 6]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 6]",2 - High,Done,5 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000006,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
609816,"[Internal] Deployment and Release Activities (BP Sprint 6)","[Internal] Deployment and Release Activities (BP Sprint 6)",2 - High,New,0 pts,"","",Major,Unassigned,"Unassigned",rtcSprint00000006,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
609800,"[Internal] CLIN Documents (BP Sprint 6)","[Internal] CLIN Documents (BP Sprint 5)",2 - High,Done,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000006,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000006
600817,"[Internal] Deployment and Release Activities (BP Sprint 5)","User story to track all tasks related to deployment and release activities",1 - Critical,New,0 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
594962,"As an OMB Submission Administrator, I want to access the UI components of the OMB Submission Tool through the Administration module","OMB Submission Tool goals for Sprint 5",2 - High,In Progress,8 pts,"Acceptance Criteria:
-Generate XML test files based on OMB schema successfully
-Submit XML files generated for the month to OMB
-Update VIP database with latest OMB submission dates and status","1. Perdue, Megan A. (Grant Thornton) - Sep 27, 2017, 12:50 PM
Added: attachment 84135 (20170927_VIP Tool_Requirements Gathering_OMB Mock-Up.docx), attachment 84136 (20170714_VIP_OMB_Mockup.pdf)

2. Perdue, Megan A. (Grant Thornton) - Oct 11, 2017, 2:47 PM
Added: attachment 85876 (20171011_VIP Tool_Requirements Gathering_OMB Mock-Up.docx), attachment 85877 (20171011_VIP Dashboard_OMB Submission Tool_Mock-Up.docx)

3. Perdue, Megan A. (Grant Thornton) - Oct 18, 2017, 1:53 PM
Added: attachment 86725 (20171018_VIP Tool_Requirements Gathering_OMB Mock-Up.docx)

4. Perdue, Megan A. (Grant Thornton) - Oct 18, 2017, 2:34 PM
Added: attachment 86740 (20171018_VIP Dashboard_OMB Submission Tool_Mock-Up.docx)",Significant,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
597559,"[Analysis Only] Review of the ""Recommended CIO Rating"" Report from the PMAS Dashboard","Priority for the reporting cube reports from PMAS--CIO Rating Report

Focus on analyzing the existing report and get a mock-up approved for this sprint
Have something for the group to review before we meet.",2 - High,Invalid,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
818964,"As a VIP User, I want to see a quick image preview and text description of reports when I either focus on the title or roll the mouse over","As a VIP User, I want to see a quick image preview and text description of reports when I either focus on the title or roll the mouse over.",4 - Low,Invalid,1 pt,"When the user either focuses on or does a mouseover on a report title on the Reports main page, they will see a quick static image preview showing the report format and a general text description of the report so they have a better idea of what is coming when they click on the link.","",Minor,3 - Normal Queue,"Edwards, William G. (GovernmentCIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
590992,"[Analysis Only] Notifying inactive VIP Dashboard users through email notifications","This is a time sensitive user story (functionality must be implemented by end of 2017 calendar year)",1 - Critical,Done,5 pts,"Acceptance Criteria:

-Determine if batch files need to be run every day at specific time
-Engage with BISL team and determine if workflow, including notifying users after 90 days, can be used in this scenario
-Investigate Site Analytics report and determine what information

Tasks
-Set up meeting with Doug (2 hours)
-Develop test workflows in SharePoint Designer (4 hours)
-Internal team testing (2 hours)
-Investigate how to send out email (4 hours)
-Investigate site analytics report (1 hour)
 ","1. Ngo, Quoc A. (Grant Thornton LLP) - Oct 5, 2017, 1:23 PM
The answer is not within SharePoint. We need to go through the Active Directory server to find out last login information for user accounts. A PowerShell script will need to be executed. More details to follow...",Moderate,Unassigned,"Ngo, Quoc A. (Grant Thornton LLP)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
597663,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 5]","Help Desk tickets",2 - High,In Progress,5 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557150,"As a member of the VBO Oversight and Manage Investment Admin groups, I want to toggle the ""Is OMBR?"" field for investment records","Imported user story",2 - High,Done,0 pts,"Acceptance Criteria (Approved by PPO on 5/4 during Sprint 23 Planning):

-""Is OMB Reportable?"" field (under the ""Investment"" tab for an investment record) must be editable for members of the VBO Oversight Group and Manage Investment Administrators security groups only
-""Is OMB Reportable?"" field should remain disabled for members in all other security groups","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
557193,"As an Investment Manager, I want to see if an investment risk is active in the list of investment risks (new column)","Imported user story",2 - High,Done,1 pt,"Acceptance Criteria (8/31 Backlog Grooming):

-Add new column ""Active"" at the end of the grid and have values for ""Yes"" or ""No""
-This will align to the field ""Is Active?"" for investment risks","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
597569,"[Internal] CLIN Documents (BP Sprint 5)","CLIN Documents (Sprint 5)",3 - Medium,New,0 pts,"","",Minor,Unassigned,"Rothman, Daniel R. (Government CIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
600828,"[Internal] Action Items (BP Sprint 5)","[Internal] Action Items (BP Sprint 5)",4 - Low,New,0 pts,"","",Minor,Unassigned,"Rothman, Daniel R. (Government CIO)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
611201,"Add Release 5 code to RTC","Add Release 5 code to RTC",2 - High,New,0 pts,"","",Significant,2 - Give High Attention,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000005,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000005
575571,"As a 508 user, I want to have the project and risk tables keyboard accessible","As a 508 user, I want to have tables keyboard accessible",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Users can tab through the project and risk table buttons, including Edit and View","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
585488,"Analysis of homepage metrics","Analysis of homepage metrics",3 - Medium,Done,3 pts,"Acceptance Criteria:

-Review calculations provided by EPMO stakeholders
-Provide designs for homepage based on requirements","1. Perdue, Megan A. (Grant Thornton) - Sep 13, 2017, 9:47 AM
Added: attachment 82276 (20170913_VA VIP Tool_Requirements Gathering_EPMO Metrics.docx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
587468,"As an investment manager, I want the Strategic Objective drop-down options for performance metrics updated based on OMB guidance","See attached email.",2 - High,Done,1 pt,"Acceptance Criteria (9/14 backlog grooming):

-Update ""Strategic Objective"" field drop-down options for performance metrics based on attached email","1. Rothman, Daniel R. (Government CIO) - Sep 14, 2017, 2:23 PM
Added: attachment 82547 (RE Agency Priority GoalStrategic Objectives (APGASO).msg)",Minor,Unassigned,"Perdue, Megan A. (Grant Thornton)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
585486,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 4]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [BP Sprint 4]",2 - High,Done,8 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
557179,"As an EPS user, I want to change the EPS code when copying a record to the next FY","The Â“Source EPS CodeÂ” is used to trace/reference a projectÂ’'s current EPS code to the old ones, i.e. history of the project.  Reasons for an EPS code change include change in the organizational pillar,  investment, or congressional project.  When assigning a new EPS code, this data element is selected by choosing the old code from the drop-down list.

UAT Notes: Unable to change the EPS code when copying a record to next FY. EPS users are also unable to edit an EPS Code within the same FY. If an EPS Code changes we should be able to change the code within the existing record. Then the old code will be in the new record under Source EPS Codes.",2 - High,Done,2 pts,"Acceptance Criteria:

From one Fiscal Year to the Next Fiscal Year (via Multi-Copy)
-The existing functionality of copying EPS Codes to the next FY needs to remain but we need to have the option to either keep the existing EPS Code or change the EPS Code
-After selecting the copy button, we should be able to view the existing code and have the ability to change the code by manually selecting each EPS Code level from the Sub-Org level through the Program level. The system will then automatically generate the next available 3 digit project code.
-Regardless if we keep the code or change it, the record must zero out all financial data while capturing the Source EPS Code.
-It is understood that we will only be able to copy bulk records for those that do not require a change to the EPS Code.
 ","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000004,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
