number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
557209,"OMB - Update VIP Unique IDs for Activities and PMAs to match the changes made by OMB","Update VIP Unique IDs for Activities and PMAs to match the changes made by OMB. See attached email to this defect item.",3 - Medium,Resolved,0 pts,"","1. Rothman, Daniel R. (Government CIO) - Jul 14, 2017, 3:58 PM
Added: attachment 75224 (FW Agency Communication Needed.msg)",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
557205,"Investment - Last OMB Submission Date should be displayed if it is available irrespective of IsOMBR value.","Currently Last Submission Date is shown when IsOMBR is true even if Last Submission date is available",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
557207,"Investment - Rearrange performance metrics so that retired metrics are on the bottom","""Since all the metrics (active and retired) show on the metrics tab, can we have the retired metrics automatically be sorted to the bottom by default and be shaded a different color?"" - Felicia Chao

VA agreed to make this change on 4/4/17)",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
585708,"Project - Users should associate an EPS code with a project only once","Duplicate project entries are displaying in VIP Dashboard since users are using same EPS code simulatenously when starting a new project",1 - Critical,Resolved,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
557194,"All Modules - Change column sort arrows to white or different color","Imported user story",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
570229,"Project (Builds) - Increase height of Build pop-up window to show Build Completion Date","""Please increase the height (vertical size) of the View Builds display window to completely display the Build Completion dates.  With over 50 projects and multiple builds pre project, it becomes very time consuming (and annoying) to have to scroll down to see the completion dates of a specific build.""",3 - Medium,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
575638,"EPS (Multi-Edit) - Information not displaying for specific fields in Multi-Edit pop-up (Help Desk Ticket #1451)","
Â·         Enterprise Health Management Platform (eHMP) and Sustainment of Direct Secure Messaging have existing Portfolio Manager within the record.  However, theyâ€™re not appearing in the multi-edit window.
Â·         Sustainment of Direct Secure Messaging has existing Program Manager within the record.  However, itâ€™s not appearing in the multi-edit window.
 
 
 
Â·         IAM Access Services (AcS) Phase 2, IAM Access Services (AcS) Phase 3, and Enterprise Services Management Services Support have existing Portfolio Director within the record.  However, theyâ€™re not appearing in the multi-edit window.
 ",2 - High,Resolved,,"","",Moderate,Unassigned,"Perdue, Megan A. (Grant Thornton)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000004
576180,"OMB -  Projected completion date should be included when reported on non-revise XML for new activities","For addProjectActivity operations, projected completion date should be included when reported on Non-revise xml for new activities",2 - High,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
557202,"EPS - Source EPS Codes are displaying multiple times (one for each Funding record)","
This stored procedure has a sub-select error that causes it to generate duplicate Source EPS Codes.

We can ensure we only get the DME record (better yet the Top 1 DME record), but we also need to answer the question first: why do we care about Funding records at all in this SELECT?

Email sent to Ron and Namrata from Brendan to discuss on 2/3/2017. UPDATE: Agreed to remove Funding/DME references from stored procedure and EPSSourceCode View in EPSRecord.
 ",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
576213,"EPS - Members of EPS sub-pillar groups are unable to view EPS records not associated to their own pillar (Help Desk Ticket #1457)","EPS - Members of EPS sub-pillar groups are unable to view EPS records not associated to their own pillar",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
579446,"Change C# code to remove Security restriction for EPS","Change C# code to remove Security restriction for EPS",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",576213,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
579450,"Change Stored Procedure to remove security restriction","Change Stored Procedure to remove security restriction",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",576213,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
584777,"All Modules - BTT external link requires update","Update BTT link in VIP Dashboard top menu to the following: https://vacoapppts1.dva.va.gov/",3 - Medium,Resolved,,"","",Minor,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
583223,"EPS - People Picker pop-up in Multi-Edit pop-up is not functional","When you are multi-editing fields with the people picker, the people picker pop-up does not save when you select a user",2 - High,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
583222,"EPS - People Picker pop-up in Multi-Edit pop-up is not functional","When you are multi-editing fields with the people picker, the people picker pop-up does not save when you select a user",2 - High,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
557214,"Revise (Build) - Revising build description with the value that has keyword ""Date"" saves datatype value as Date and NewValue as 1/1/1970","Revise - Build revising build description with the value that has keyword ""Date"" saves datatype value as Date and NewValue as 1/1/1970",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
583181,"[Hot Fix] EPS - Unable to add records to FY2018 (Help Desk Ticket #1896)","Unable to add EPS records in FY2018",1 - Critical,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",577259,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
580840,"OMB (OMB Toggle) - Future/anticipated builds that are not approved displaying in OMB Toggle (Help Desk Ticket #1729)","Only approved builds should be displaying in OMB Toggle page",2 - High,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000003
557217,"Project - Remove 90 day validation for builds","Acceptance Criteria:
-Users should be able to update cost if they are not updating build dates (validation should only apply to date fields)
-Update VIP Configuration in administration module to allow users to have update date validation range",2 - High,Resolved,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
557212,"Project - Project Risks should not have Edit Revise button","All project risk fields are no longer OMBR or revisable, the Edit Revise button must be removed",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
570212,"[Hot Fix] Top Menu - Link for VIPR is incorrect (Help Desk Ticket #1668)","â€‹The left side VIPR link should go to this link:

 https://vaww.vashare.oit.va.gov/sites/dmo/vipr/",2 - High,Resolved,,"","",Minor,Unassigned,"Rothman, Daniel R. (Government CIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
574539,"All Modules - Update ""Unauthorized"" message","Update ""Unauthorized"" message",4 - Low,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
568461,"[Hot Fix] Investment - New investment records not displaying in investment page","When you add and save a new investment record in the Manage Investments page, it is not displaying on the front end and you are able to access the investment record",1 - Critical,Resolved,,"","",Significant,Unassigned,"Rothman, Daniel R. (Government CIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
573951,"Helpdesk Ticket #1729 - MCCF TAS Phase 1 Build ID 1706095056 Marked OMB Reportable and should not be","VAVIP,
 
This request has been completed. Please review and let me know if it looks fine.
 
Thanks,
Krishna.
 
From: Cleaver, PJ
Sent: Tuesday, August 01, 2017 1:08 PM
To: Kolluru, Krishna K. (GovernmentCIO); VA VIP; Srivastava, Namrata (GovernmentCIO.)
Cc: Eccles, Tyrrell; Iferika, Bayo G.; Rothman, Daniel R. (Government CIO)
Subject: RE: New VIP Service Request - #1729
 
Approved.
 
From: Kolluru, Krishna K. (GovernmentCIO)
Sent: Tuesday, August 01, 2017 12:36 PM
To: VA VIP; Srivastava, Namrata (GovernmentCIO.)
Cc: Cleaver, PJ; Eccles, Tyrrell; Iferika, Bayo G.; Rothman, Daniel R. (Government CIO)
Subject: RE: New VIP Service Request - #1729
 
PJ,
 
Do you approve this change?
 
Regards,
Krishna.
 
From: VA VIP
Sent: Tuesday, August 01, 2017 11:54 AM
To: Srivastava, Namrata (GovernmentCIO.); Kolluru, Krishna K. (GovernmentCIO)
Cc: Cleaver, PJ; Eccles, Tyrrell; Iferika, Bayo G.; Rothman, Daniel R. (Government CIO); VA VIP
Subject: FW: New VIP Service Request - #1729
 
Namrata/Krishna,
                A User is looking for assistance with the fact that MCCF TAS Phase 1 Build ID 1706095056 Marked OMB Reportable and should not be. Please see below and attached for details.
 
Please let us know what we should inform the User.
 
Adrian Blurton
Adrian.Blurton@va.gov
 
From: VIP Help [mailto:BISLDoNotReply@va.gov]
Sent: Tuesday, August 01, 2017 10:00 AM
To: VA VIP
Cc: VA OIT EPMO LSE PPO Management; Chao, Felicia; Langiotti, Shannon (LHG); Pribyl, Stephanie (LHG)
Subject: New VIP Service Request - #1729
 
Service Request #1729   (click to edit)
Description: MCCF TAS Phase 1 Build ID 1706095056 Marked OMB Reportable and should not be
Details:
â€‹Build ID 1706095056 for ""Medical Care Collections Fund (MCCF) Electronic Data Interchange (EDI) Transaction Applications Suite Phase 1 "" is marked ""Yes"" for OMB Reportable and it is marked ""No"" for Approved.
Furthermore, we can see it in the OMB Toggle and should not be able to.
Project or Investment: Medical Care Collections Fund (MCCF) Electronic Data Interchange (EDI) Transaction Applications Suite Phase 1
URL: https://vaww.vip.cdw.va.gov/SitePages/product.aspx?formmode=view&projectid=180, View Instance of Product Phase
Requestor: Jeff Gerner
Requestor Email: jeffrey.gerner@va.gov
Priority: (3) Normal
Request Type: EPS or OMB issues",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",565994,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
573904,"Help Desk Ticket 1823 - Project 169, Build 1 actual cost to $475,896","VAVIP,
 
I have created revise request for Build 1 Actual Cost. Please ask user to use below url to approve that request so that they can see changes in Project Life Cycle.
 
https://vaww.vip.cdw.va.gov/SitePages/approveRevisions.aspx?uniqueid=1606137374
 
Thanks,
Namrata
 
 
From: VA VIP
Sent: Monday, August 14, 2017 2:43 PM
To: Srivastava, Namrata (GovernmentCIO.); Cleaver, PJ; VA VIP; Kolluru, Krishna K. (GovernmentCIO)
Cc: Eccles, Tyrrell
Subject: RE: New VIP Service Request - #1823
 
Hi Namrata,
 
The user provided the following justification for the need of the revise request:
 
Initial costs were overstated due to misapplied invoices for this build. Invoices were reconciled with contract COR.
 
Thank you.
 
Charles Adrian Jones
Charles.Jones9@va.gov
Adrian.Jones@vital-edge.com
7034317229
VIP Business Office (VBO)
Tools, Designs & Interfaces
 
From: Srivastava, Namrata (GovernmentCIO.)
Sent: Monday, August 14, 2017 2:19 PM
To: Cleaver, PJ; VA VIP; Kolluru, Krishna K. (GovernmentCIO)
Cc: Eccles, Tyrrell
Subject: RE: New VIP Service Request - #1823
 
VAVIP,
 
As we already have Build 1 Actual Cost available. I will need to create revise request for this. Can you please provide me Justification to create this revise request?
 
Thanks,
Namrata
 
From: Cleaver, PJ
Sent: Monday, August 14, 2017 1:38 PM
To: VA VIP; Srivastava, Namrata (GovernmentCIO.); Kolluru, Krishna K. (GovernmentCIO)
Cc: Eccles, Tyrrell
Subject: RE: New VIP Service Request - #1823
 
Approved.
 
From: VA VIP
Sent: Monday, August 14, 2017 1:17 PM
To: Cleaver, PJ; Srivastava, Namrata (GovernmentCIO.); Kolluru, Krishna K. (GovernmentCIO)
Cc: Eccles, Tyrrell; VA VIP
Subject: FW: New VIP Service Request - #1823
 
PJ,
 
Do you approve updating the Build 1 actual cost to: $475,896 for project Telehealth Management Platform (TMP)?  User cannot update because of 90 day validation error.
 
Namrata/Krishna,  please update the Build 1 actual cost to: $475,896 for project Telehealth Management Platform (TMP) for the user if PJ approves.
 
Thank you.
 
Charles Adrian Jones
Charles.Jones9@va.gov
Adrian.Jones@vital-edge.com
7034317229
VIP Business Office (VBO)
Tools, Designs & Interfaces
 
From: VIP Help [mailto:BISLDoNotReply@va.gov]
Sent: Wednesday, August 09, 2017 3:24 PM
To: VA VIP
Subject: New VIP Service Request - #1823
 
Service Request #1823  (click to edit)
Description: Update TMP Build 1 Actual Cost
Details:
â€‹Need to update the
Actual Cost for Build 1 and receiving a validation error that states,
""Build Planned Completion Date should be within 90 days of Build Planned
Start Date."" We are not revising planned dates for this build.
Project or Investment: Telehealth Management Platform (TMP)
URL: https://vaww.vip.cdw.va.gov/SitePages/product.aspx?formmode=view&projectid=169,, TMP Build 1, https://vaww.vip.cdw.va.gov/SitePages/product.aspx?formmode=view&projectid=169, TMP Build 1
Requestor: Amy Nachmias
Requestor Email: amy.nachmias@va.gov
Priority: (2) High
Request Type: Data updates or changes needed",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",565994,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
555851,"Investment (Performance Metric) - Baseline Capability field is showing zeroes when it should be null","""I'm seeing the baseline capability field is showing zeroes when it should be null. I believe this was previously discussed and I thought it was resolved."" (Felicia Chao, UAT 3/22)

Investigate if:
1) C# domain object might not be nullable? (Probably - anonymous)
2) Table column might not be nullable?
3) Stored procedure might not allow nulls to be get/save-d?
4) Kendo or JavaScript might be converting?",2 - High,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000002
555861,"Investment (CIO Rating) - All CIO Rating calculations for investment records is defaulting to 2","Calculation is not working properly",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
558650,"Revise - Revise Request ID should not editable (Help Desk Ticket #1619)","""Revise ID should not be an editable field. Was able to edit the revise ID during the revise request review/approver processing. This does not change the Revise Request ID in the system, but does change the ID in the disposition email thread.â€‹"" (Donna Quinn)

See screen shots attached",2 - High,Resolved,,"","1. Rothman, Daniel R. (Government CIO) - Jul 18, 2017, 10:45 AM
Added: attachment 75453 (Revise Request ID field edits.docx)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
555834,"Revise - Pending Revise Request page has requests that disappear once a revise record is created for an investment","""Once a Revise record is created for an investment, any pending requests that were not processed disappear"" (Donna Quinn, 3/22 UAT)",2 - High,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
555853,"Investment (CIO Rating) - Projects should have higher CIO rating value when values are entered for project fields","If dates are entered in for the Project Management Plan and Business Epics Received fields within the Initiation Phase of a VIP project, the CIO Rating should be higher",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
564438,"When user tries to calculate Investment CIO Rating, it gives error on UAT","When user tries to calculate Investment CIO Rating, it gives error on UAT.",1 - Critical,Resolved,,"","",Major,1 - Resolve Immediately,"Srivastava, Namrata (GovernmentCIO.)",555853,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
555819,"Revise - Pending Revise Request List Page needs to include additional information","""Would like to have a revise ID, project name, investment m3etric, and risk included so we know names vs. just IDs in the display"" (Donna Quinn, 3/22 UAT)",2 - High,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
555727,"Revise - New Pending Revise Requests List not pulling the Projects/Performance Metrics of the correct investment","Update JS to store Investment ID as data item on kendo-grid container, instead of using a global in the name space.

""Descriptions do not align to the fields changed for the two revisions under Medical Registries. Also, the two revisions from Benefits Legacy showed a pending revision and when the actual revision was accessed, there was no data"" (Charles Reed, 3/21 UAT)",2 - High,Resolved,,"","",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
555863,"Project - Build Planned/Projected/Actual Start Dates are not checking if they are before the Build Planned/Projected/Actual Completion Dates","In a VIP project build, verify that the validations are correct as specified in the defect summary",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
559617,"When you select Build Planned start date before project start date or before build planned completion date, same error message pops up","When you select Build Planned start date before project start date or before build planned completion date, same error message pops up.",3 - Medium,Resolved,,"","",Minor,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",555863,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000001
887649,"Past Revise records- UI Search criteria issue","Past Revise records- UI Search criteria issue",4 - Low,Resolved,,"","1. Kolluru, Krishna K. (GovernmentCIO) - Dec 19, 2018, 10:34 AM
Added: attachment 136639 (Pastrevrecords.PNG)",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
693750,"Investment - Existing data for Risk Description under Investment Risks will create validation error if no punctuation is added at the end","Investment - Existing data for Risk Description under Investment Risks will create validation error if no punctuation is added at the end",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
642707,"Meet with Donna to finalize data update on production for PY Target Values","Meet with Donna to finalize data update on production for PY Target Values",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",630998,"true",Product,VIP Team,VA VIP Dashboard,
653185,"""Does your Project require a Contract?"" fields keeps reverting back to ""Yes""","Email from 12/28/2017 ""New VIP Service Request - #2133""
-User is stating that they have to change the flag for â€œDoes your project require a Contractâ€? back to Yes because the dashboard keeps changing it back to No when she makes other updates.

This is happening for the following record: ""Project is Benefits Delivery Network (BDN) Retirement Phase 1""

Service request #2133 from Malina Crear

""I have updated the answer several times on the VIP Dashboard to ""yes"" in response to the question ""Does your Project Require a Contract?"" I had to do it 3 times a couple of weeks ago and I made sure I hit ""save"" each time.  It keeps defaulting back to ""no"". This has been going on for the last 2 months and I just noticed it again today when I had to update something else. Once again, I had to change the answer back to ""yes"". Can someone please look into this matter given this project does require a contract; however, there is a glitch within the VIP Dashboard keeps changing it back to ""No"". ""
 ",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
779967,"Helpdesk #2306 - Close Out (Stopped) functionality Defect","Invalid",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jul 16, 2018, 11:52 AM
Added: attachment 117652 (FW New VIP Service Request - #2306.msg)",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
661151,"[Hot Fix] EPS - PY Investments under Multi-Edit were not functional (Help Desk #2143)","Helpdesk #2143 - EPS multi-edit",2 - High,Resolved,,"","",Major,Unassigned,"Unassigned",661149,"true",Product,VIP Team,VA VIP Dashboard,
661697,"Project - No scroll bar on the release screen view (Helpdesk  #2116)","Helpdesk  #2116 - No scroll bar on the release screen view",4 - Low,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 22, 2018, 12:36 PM
Added: attachment 96554 (RE New VIP Service Request - #2116.msg)",Minor,Unassigned,"Unassigned",661149,"true",Product,VIP Team,VA VIP Dashboard,
670420,"QATesting","QA Testing",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Feb 2, 2018, 10:01 AM
Copied from work item 670418.",Major,Unassigned,"Unassigned",670413,"true",Product,VIP Team,VA VIP Dashboard,
670418,"Dev Testing","Dev Testing",2 - High,Resolved,,"","",Major,Unassigned,"Unassigned",670413,"true",Product,VIP Team,VA VIP Dashboard,
673096,"Helpdesk #2232 - Remove Performance Metric Actual Unique ID 1802063339 & Unique ID 1802063341","Remove Performance Metric Actual Unique ID 1802063339 & Unique ID 1802063341",3 - Medium,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Feb 7, 2018, 12:04 PM
Added: attachment 98492 (RE New VIP Service Request - #2232.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",661149,"true",Product,VIP Team,VA VIP Dashboard,
661152,"Helpdesk #2143 - EPS multi-edit","Helpdesk #2143 - EPS multi-edit",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 22, 2018, 9:02 AM
Added: attachment 96475 (RE New VIP Service Request - #2143.msg)",Major,Unassigned,"Perdue, Megan A. (Grant Thornton)",661149,"true",Product,VIP Team,VA VIP Dashboard,
608357,"All Modules - ""Select"" button for users in people picker pop-up not displaying checkmark","All Modules - ""Select"" button for users in people picker pop-up not displaying checkmark",4 - Low,Resolved,,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
621534,"Project - When adding new contract, data in RiskVision fields is deleted","Project - When adding new contract, data in RiskVision fields are deleted",2 - High,Resolved,,"","1. Edwards, William G. (GovernmentCIO) - Nov 27, 2017, 9:50 AM
Having issues with duplicating this issue in Dev. More specifics or a particular project in which this is happening are needed to test further.",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
577311,"Create new fields in database to accommodate PY values","1. Add new columns in Investment Table
2. Change Stored procedure to get new values
3. Change Save Stored procedure to save new values",2 - High,Resolved,,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",576312,"true",Product,VIP Team,VA VIP Dashboard,
636896,"SQL Script and Code Rebaseline","SQL Script and Code Rebaseline",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",632750,"true",Product,VIP Team,VA VIP Dashboard,
636891,"QA/UAT/PROD Deployment","QA/UAT/PROD Deployment",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",632750,"true",Product,VIP Team,VA VIP Dashboard,
855807,"Reports - Exporting reports to some formats not displaying correctly","Exporting types that are affected are PDF and Word.",3 - Medium,New,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
642314,"Project - Build column headers in Product Phase are not aligned","See attached email message for more information.",3 - Medium,Resolved,,"","1. Rothman, Daniel R. (Government CIO) - Dec 15, 2017, 12:56 PM
Added: attachment 93251 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\VIP Columns not Aligned.msg)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
858018,"Revise - Rev Request was for Project Phase Finish date change, but the Revision Request was also added for changing the Methodology from RT to iterative selection","Revise - Rev Request was for Project Phase Finish date change, but the Revision Request was also added for changing the Methodology from RT to iterative selection",3 - Medium,New,,"","1. Srivastava, Namrata (GovernmentCIO.) - Nov 5, 2018, 9:24 AM
Added: attachment 131268 (FW New VIP Service Request - #2909.msg)",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
558077,"Investment - Investment Name and UII validation labels showing as valid when empty on new load.","When a new Investment Record is loaded, the Investment Name and UII validation labels appear to default to valid even though there is no data within those fields.",4 - Low,Resolved,,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
919053,"O&M phase - There is no ""Edit"" button for Product Quarters section in edit mode","O&M phase - There is no ""Edit"" button for Product Quarters section in edit mode",2 - High,Resolved,,"","",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
865101,"Investment-when saving a duplicated investment name error message pops up","the error message says the following ""An error was received while trying to save your data, try again later..."" this message is not specific to the issue.",3 - Medium,New,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
963553,"Enter justification field does not function correctly and does not save revise ( only changes save so there should be a pop up message stating that changes need to occur to save)","Enter justification field does not function correctly and does not save revise ( only changes save so there should be a pop up message stating that changes need to occur to save)

Acceptance Criteria: (3/27/2019)
-If user does not revise any field and clicks on save in revise mode, show an error message to user
-Error message should state ""A field must be revised before saving a record.""",4 - Low,New,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
850788,"Project - Sequencing of validation error message when clicking ""Send to Closeout Phase"" button [5 pts]","""I had to mark at least one Build Approved before I could go to Close Out. Then I got the error message regarding the Project Phase Actual Cost.""

5 points",4 - Low,New,,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
865119,"Investment-Error message popping up when trying to save Performance Metric","the error message says the following ""An error was received while trying to save your data, try again later...""",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
653829,"Investment - ""Baseline Capability"" field is requiring entry when user saves it blanking out the previous entry","from Ray Kinyon on 1229/2017 ""Minor updates to VIP Dashboard User Guide for your Review + Training PPT""

Blanks should be allowed for Baseline Capability field. User is unable to save when leaving this field blank. The record has an entry on there, but unable to save it when blanking out the field

From VIP Dashboard user guide:
Agency Baseline Capability 
What was the quantitative value of your agencyâ€™s capability per this metric prior to this Investmentâ€™s life cycle. If your agency has not measured this capability before, you may leave this field blank. Otherwise, provide the numeric value of the historic capability measurement.",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
572219,"EPS - EPS Admin Console not accessible when added to different EPS Pillar SharePoint security groups","When you are added to a specific EPS pillar SharePoint security group (e.g., Sub Group 8), the EPS Admin Console is not accessible. Users who belong to a pillar group should have access to the EPS Admin Console and have the ability to modify their specific pillars.",2 - High,Resolved,,"","",Major,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
609272,"Management Reviews (CD1) - Calendar pop-up displaying automatically without clicking the calendar icon","Management Reviews (CD1) - Calendar pop-up displaying automatically without clicking the calendar icon",4 - Low,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557216,"Project - When saving Build, if there is a First Release defined, but not changed, the ISFIRST flag toggles from 1 to 0 then 1 again in 200ms in the DB.","PWS Requirement",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557219,"Project - Users are unable to delete future/anticipated builds","Project - Users are unable to delete future/anticipated build",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
668756,"As a VIP Dashboard User, I want to have dates in search/filter panels validated for correct formation, and in some cases for range and order","On some of the VIP dashboard pages with search filter panels, dates are not validated for correct formation, and in some cases for range, with end dates before start dates currently allowed. Validations need to be applied to these fields as they are in the body of pages throughout the application.",4 - Low,Resolved,,"","",Minor,4 - Low Priority,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
